childid,country,round,yc,math,group
ET171016,1,2,0,550.3132935,1
ET171017,1,2,0,361.2378235,1
ET171018,1,2,0,464.6979675,1
ET171019,1,2,0,336.0504456,1
ET171020,1,2,0,522.0514526,1
ET171021,1,2,0,549.482666,1
ET171022,1,2,0,365.6805115,1
ET171023,1,2,0,288.3822937,1
ET171024,1,2,0,569.776123,1
ET171025,1,2,0,455.0071716,1
ET171027,1,2,0,495.9455566,1
ET171028,1,2,0,548.2360229,1
ET171029,1,2,0,460.0889587,1
ET171031,1,2,0,561.862854,1
ET171032,1,2,0,497.5003357,1
ET171033,1,2,0,472.2017822,1
ET171034,1,2,0,479.6751404,1
ET171035,1,2,0,354.53125,1
ET171036,1,2,0,383.1937866,1
ET171037,1,2,0,419.7675476,1
ET171038,1,2,0,521.4111938,1
ET171039,1,2,0,503.2620544,1
ET171040,1,2,0,517.9723511,1
ET171041,1,2,0,597.9733276,1
ET171042,1,2,0,409.9672546,1
ET171043,1,2,0,520.3779907,1
ET171044,1,2,0,482.0335693,1
ET171045,1,2,0,419.8769531,1
ET171046,1,2,0,383.7230835,1
ET171047,1,2,0,426.539856,1
ET171048,1,2,0,436.431366,1
ET171049,1,2,0,623.7290649,1
ET171050,1,2,0,447.3247681,1
ET181001,1,2,0,403.9634094,1
ET181002,1,2,0,248.7235565,1
ET181003,1,2,0,376.5484619,1
ET181004,1,2,0,602.1740112,1
ET181005,1,2,0,280.663208,1
ET181006,1,2,0,464.0331726,1
ET181007,1,2,0,308.5045776,1
ET181008,1,2,0,372.2427979,1
ET181009,1,2,0,521.8665161,1
ET181011,1,2,0,373.8264771,1
ET181012,1,2,0,465.8694153,1
ET181013,1,2,0,439.6766357,1
ET181014,1,2,0,502.0115356,1
ET181015,1,2,0,271.0631104,1
ET181016,1,2,0,425.7711182,1
ET181017,1,2,0,487.8986816,1
ET181018,1,2,0,531.1367798,1
ET181019,1,2,0,440.3659058,1
ET181020,1,2,0,349.418396,1
ET181021,1,2,0,466.4125061,1
ET181022,1,2,0,325.1181946,1
ET181023,1,2,0,287.102356,1
ET181024,1,2,0,473.3666992,1
ET181025,1,2,0,465.3998718,1
ET181026,1,2,0,539.0233154,1
ET181027,1,2,0,433.29953,1
ET181028,1,2,0,510.1843567,1
ET181029,1,2,0,266.4553528,1
ET181030,1,2,0,461.0129089,1
ET181031,1,2,0,409.96521,1
ET181032,1,2,0,470.1109009,1
ET181033,1,2,0,397.7215576,1
ET181034,1,2,0,505.7457581,1
ET181035,1,2,0,569.3554688,1
ET181036,1,2,0,316.5165405,1
ET181037,1,2,0,292.2857666,1
ET181038,1,2,0,424.9924622,1
ET181039,1,2,0,486.6284485,1
ET181040,1,2,0,379.9425049,1
ET181041,1,2,0,299.771759,1
ET181043,1,2,0,465.9529419,1
ET181044,1,2,0,537.326416,1
ET181045,1,2,0,514.6703491,1
ET181046,1,2,0,402.4840393,1
ET181047,1,2,0,421.8718567,1
ET181048,1,2,0,465.2024231,1
ET181049,1,2,0,515.4571533,1
ET181050,1,2,0,474.7368164,1
ET191001,1,2,0,482.5567627,1
ET191002,1,2,0,465.8306885,1
ET191003,1,2,0,513.3109741,1
ET191004,1,2,0,634.4180908,1
ET191005,1,2,0,422.8312378,1
ET191006,1,2,0,457.0039673,1
ET191007,1,2,0,447.2961121,1
ET191008,1,2,0,359.9378967,1
ET191009,1,2,0,591.5764771,1
ET191010,1,2,0,470.3227844,1
ET191011,1,2,0,387.4880981,1
ET191012,1,2,0,418.263855,1
ET191013,1,2,0,379.7028198,1
ET191014,1,2,0,398.2653809,1
ET191015,1,2,0,451.8764954,1
ET191016,1,2,0,407.4783325,1
ET191017,1,2,0,517.5125732,1
ET191018,1,2,0,494.353363,1
ET191019,1,2,0,508.5640259,1
ET191020,1,2,0,462.9241028,1
ET191021,1,2,0,514.3118896,1
ET191022,1,2,0,710.9910278,1
ET191023,1,2,0,562.5274048,1
ET191024,1,2,0,487.7526245,1
ET191025,1,2,0,487.7188721,1
ET191026,1,2,0,527.0719604,1
ET191027,1,2,0,471.4299316,1
ET191028,1,2,0,349.851532,1
ET191029,1,2,0,428.7912598,1
ET191030,1,2,0,540.144043,1
ET191031,1,2,0,636.2494507,1
ET191032,1,2,0,405.5472107,1
ET191033,1,2,0,582.2161865,1
ET191034,1,2,0,553.8842773,1
ET191035,1,2,0,484.3601685,1
ET191036,1,2,0,496.5584106,1
ET191037,1,2,0,560.0953979,1
ET191038,1,2,0,527.0333252,1
ET191039,1,2,0,639.5454712,1
ET191040,1,2,0,403.9770508,1
ET191041,1,2,0,429.3573608,1
ET191042,1,2,0,355.3581543,1
ET191043,1,2,0,544.5053711,1
ET191044,1,2,0,408.2481995,1
ET191045,1,2,0,614.1417236,1
ET191046,1,2,0,481.3594055,1
ET191047,1,2,0,511.1005859,1
ET191048,1,2,0,564.8370361,1
ET191049,1,2,0,560.6358032,1
ET191050,1,2,0,548.1653442,1
ET191051,1,2,0,479.5507202,1
ET201001,1,2,0,437.6425171,1
ET201002,1,2,0,649.7288208,1
ET201003,1,2,0,507.6760864,1
ET201004,1,2,0,533.1455688,1
ET201005,1,2,0,518.480896,1
ET201006,1,2,0,678.3699951,1
ET201007,1,2,0,408.3686829,1
ET201008,1,2,0,449.1120911,1
ET201009,1,2,0,462.7547302,1
ET201010,1,2,0,514.3536377,1
ET201011,1,2,0,578.6012573,1
ET201012,1,2,0,503.4734497,1
ET201013,1,2,0,503.8096924,1
ET201014,1,2,0,484.2582092,1
ET201015,1,2,0,459.2818604,1
ET201016,1,2,0,456.5286865,1
ET201017,1,2,0,485.1803894,1
ET201018,1,2,0,495.5064392,1
ET201019,1,2,0,357.0078125,1
ET201020,1,2,0,441.1626282,1
ET201021,1,2,0,607.3497925,1
ET201022,1,2,0,540.1019897,1
ET201023,1,2,0,460.9190979,1
ET201024,1,2,0,365.0345764,1
ET201025,1,2,0,511.1513977,1
ET201026,1,2,0,382.7169495,1
ET201027,1,2,0,485.2338867,1
ET201028,1,2,0,426.8246155,1
ET201029,1,2,0,409.9259949,1
ET201030,1,2,0,386.057251,1
ET201031,1,2,0,508.7712402,1
ET201032,1,2,0,368.0621948,1
ET201033,1,2,0,529.0297852,1
ET201034,1,2,0,443.7986755,1
ET201035,1,2,0,646.5946045,1
ET201036,1,2,0,484.2539063,1
ET201037,1,2,0,440.7837524,1
ET201038,1,2,0,518.6637573,1
ET201039,1,2,0,463.1316833,1
ET201040,1,2,0,370.0862732,1
ET201041,1,2,0,403.0218811,1
ET201042,1,2,0,478.729248,1
ET201043,1,2,0,459.8673401,1
ET201044,1,2,0,435.5896606,1
ET201045,1,2,0,595.081665,1
ET201046,1,2,0,529.0323486,1
ET201047,1,2,0,307.6831055,1
ET201048,1,2,0,486.2029419,1
ET201049,1,2,0,505.7442322,1
ET201050,1,2,0,553.2209473,1
ET011001,1,3,0,441.3807983,2
ET011002,1,3,0,461.3340149,2
ET011003,1,3,0,491.1653748,2
ET011004,1,3,0,350.411377,2
ET011005,1,3,0,470.6035461,2
ET011006,1,3,0,527.8125,2
ET011007,1,3,0,524.5266113,2
ET011008,1,3,0,473.6709595,2
ET011009,1,3,0,498.9087524,2
ET011010,1,3,0,532.4935913,2
ET011012,1,3,0,565.40271,2
ET011013,1,3,0,496.1944275,2
ET011014,1,3,0,429.8964539,2
ET011015,1,3,0,659.0895386,2
ET011016,1,3,0,442.375061,2
ET011017,1,3,0,530.7362061,2
ET011018,1,3,0,409.1455383,2
ET011019,1,3,0,495.0736694,2
ET011020,1,3,0,263.645874,2
ET011021,1,3,0,440.4293213,2
ET011022,1,3,0,518.0302734,2
ET011023,1,3,0,259.4787903,2
ET011024,1,3,0,478.0089417,2
ET011025,1,3,0,447.4256287,2
ET011026,1,3,0,464.4013977,2
ET011027,1,3,0,530.9928589,2
ET011028,1,3,0,423.3304749,2
ET011029,1,3,0,395.1022339,2
ET011030,1,3,0,414.0440369,2
ET011031,1,3,0,477.3878479,2
ET011032,1,3,0,530.0147705,2
ET011033,1,3,0,456.3874512,2
ET011034,1,3,0,352.8510437,2
ET011035,1,3,0,396.0346069,2
ET011036,1,3,0,505.3561707,2
ET011037,1,3,0,432.9786072,2
ET011038,1,3,0,446.1334839,2
ET011039,1,3,0,418.9845581,2
ET011040,1,3,0,392.160553,2
ET011042,1,3,0,373.5977478,2
ET011043,1,3,0,394.7307129,2
ET011044,1,3,0,366.5434875,2
ET011045,1,3,0,495.7515869,2
ET011046,1,3,0,450.9136658,2
ET011048,1,3,0,735.1848755,2
ET011049,1,3,0,343.7478638,2
ET011050,1,3,0,559.4069214,2
ET021001,1,3,0,443.2391968,2
ET021002,1,3,0,386.8414001,2
ET021003,1,3,0,420.395813,2
ET021004,1,3,0,553.2865601,2
ET021005,1,3,0,392.4195862,2
ET021006,1,3,0,411.9044495,2
ET021007,1,3,0,531.0105591,2
ET021008,1,3,0,500.6607971,2
ET021009,1,3,0,406.6512756,2
ET021010,1,3,0,376.5585327,2
ET021011,1,3,0,334.4075623,2
ET021012,1,3,0,422.0397339,2
ET021013,1,3,0,443.9378662,2
ET021014,1,3,0,394.7076721,2
ET021015,1,3,0,493.1038513,2
ET021016,1,3,0,513.8175659,2
ET021017,1,3,0,414.1991577,2
ET021018,1,3,0,263.1517334,2
ET021019,1,3,0,446.0248413,2
ET021020,1,3,0,540.894165,2
ET021021,1,3,0,456.4808044,2
ET021022,1,3,0,441.1979065,2
ET021023,1,3,0,447.1748657,2
ET021024,1,3,0,345.0284424,2
ET021025,1,3,0,400.4780579,2
ET021026,1,3,0,390.8674927,2
ET021027,1,3,0,480.0709229,2
ET021028,1,3,0,387.154541,2
ET021029,1,3,0,394.7081909,2
ET021030,1,3,0,256.0401611,2
ET021031,1,3,0,489.6769714,2
ET021032,1,3,0,470.490387,2
ET021033,1,3,0,442.1385803,2
ET021034,1,3,0,397.5683594,2
ET021035,1,3,0,611.9244385,2
ET021036,1,3,0,655.6903687,2
ET021037,1,3,0,428.6351318,2
ET021038,1,3,0,447.7147522,2
ET021039,1,3,0,408.6005859,2
ET021040,1,3,0,515.1063232,2
ET021041,1,3,0,317.0463562,2
ET021042,1,3,0,447.9190063,2
ET021043,1,3,0,463.7453613,2
ET021044,1,3,0,291.1128235,2
ET021045,1,3,0,398.4833984,2
ET021046,1,3,0,425.9182129,2
ET021047,1,3,0,510.8352966,2
ET021048,1,3,0,557.0616455,2
ET021049,1,3,0,416.174469,2
ET021050,1,3,0,283.3555298,2
ET031001,1,3,0,438.2900085,2
ET031002,1,3,0,469.1282959,2
ET031003,1,3,0,434.9833069,2
ET031004,1,3,0,528.6870728,2
ET031006,1,3,0,684.1112061,2
ET031007,1,3,0,456.2540894,2
ET031008,1,3,0,417.2191467,2
ET031009,1,3,0,370.8483887,2
ET031010,1,3,0,489.3141174,2
ET031011,1,3,0,421.7906189,2
ET031012,1,3,0,437.7921448,2
ET031013,1,3,0,572.645752,2
ET031014,1,3,0,499.1657715,2
ET031015,1,3,0,438.8043823,2
ET031016,1,3,0,485.655426,2
ET031017,1,3,0,486.4535828,2
ET031018,1,3,0,492.9786682,2
ET031019,1,3,0,302.0132141,2
ET031020,1,3,0,492.8129883,2
ET031021,1,3,0,421.9138794,2
ET031022,1,3,0,559.2410889,2
ET031023,1,3,0,538.210022,2
ET031024,1,3,0,458.8186646,2
ET031025,1,3,0,477.6243286,2
ET031026,1,3,0,411.8653564,2
ET031027,1,3,0,405.7299805,2
ET031028,1,3,0,585.5131836,2
ET031029,1,3,0,234.5933685,2
ET031030,1,3,0,270.1665344,2
ET031031,1,3,0,463.121521,2
ET031033,1,3,0,383.2653503,2
ET031035,1,3,0,549.8307495,2
ET031036,1,3,0,430.7644043,2
ET031037,1,3,0,384.8547668,2
ET031038,1,3,0,561.1813965,2
ET031039,1,3,0,550.2396851,2
ET031040,1,3,0,345.9740295,2
ET031042,1,3,0,399.324585,2
ET031043,1,3,0,477.9162598,2
ET031044,1,3,0,509.9955139,2
ET031045,1,3,0,492.8471069,2
ET031046,1,3,0,489.7858582,2
ET031047,1,3,0,433.34729,2
ET031048,1,3,0,327.5061035,2
ET031050,1,3,0,436.1603394,2
ET041001,1,3,0,255.9752197,2
ET041002,1,3,0,390.0284729,2
ET041003,1,3,0,567.2169189,2
ET041006,1,3,0,351.2548828,2
ET041007,1,3,0,449.3117981,2
ET041008,1,3,0,322.6920471,2
ET041009,1,3,0,368.2267456,2
ET041010,1,3,0,520.0947266,2
ET041011,1,3,0,448.1143799,2
ET041012,1,3,0,502.5688477,2
ET041013,1,3,0,405.6003113,2
ET041014,1,3,0,425.7658997,2
ET041015,1,3,0,511.0498962,2
ET041016,1,3,0,379.9219971,2
ET041017,1,3,0,589.3914185,2
ET041018,1,3,0,445.0910645,2
ET041020,1,3,0,541.684021,2
ET041021,1,3,0,356.1072693,2
ET041022,1,3,0,393.1611938,2
ET041023,1,3,0,359.7810059,2
ET041024,1,3,0,286.2936401,2
ET041025,1,3,0,423.3220825,2
ET041026,1,3,0,404.6096191,2
ET041027,1,3,0,465.7519836,2
ET041028,1,3,0,261.9482117,2
ET041029,1,3,0,327.1418762,2
ET041030,1,3,0,422.9559326,2
ET041031,1,3,0,537.0803833,2
ET041032,1,3,0,408.2936707,2
ET041033,1,3,0,230.4199219,2
ET041034,1,3,0,394.8346558,2
ET041035,1,3,0,405.2004395,2
ET041036,1,3,0,346.5700684,2
ET041037,1,3,0,346.1108398,2
ET041038,1,3,0,519.7591553,2
ET041039,1,3,0,437.9130249,2
ET041040,1,3,0,493.9695129,2
ET041041,1,3,0,394.4831543,2
ET041042,1,3,0,447.3041382,2
ET041043,1,3,0,398.2202759,2
ET041044,1,3,0,380.6968384,2
ET041045,1,3,0,483.299408,2
ET041046,1,3,0,349.859436,2
ET041047,1,3,0,473.1146545,2
ET041048,1,3,0,453.3857727,2
ET041049,1,3,0,489.5678101,2
ET041050,1,3,0,504.0976257,2
ET051001,1,3,0,230.6427917,2
ET051002,1,3,0,281.6807861,2
ET051003,1,3,0,429.6714172,2
ET051004,1,3,0,275.8975525,2
ET051005,1,3,0,362.6121216,2
ET051006,1,3,0,426.4086914,2
ET051007,1,3,0,473.4906006,2
ET051008,1,3,0,360.1182251,2
ET051010,1,3,0,431.7587891,2
ET051011,1,3,0,362.5360718,2
ET051012,1,3,0,432.356842,2
ET051013,1,3,0,309.4151611,2
ET051014,1,3,0,377.9008484,2
ET051015,1,3,0,420.1474609,2
ET051017,1,3,0,357.6923523,2
ET051019,1,3,0,549.7688599,2
ET051020,1,3,0,432.0188599,2
ET051022,1,3,0,592.0203247,2
ET051023,1,3,0,436.1170349,2
ET051024,1,3,0,462.2773438,2
ET051025,1,3,0,432.3851318,2
ET051026,1,3,0,378.8919373,2
ET051027,1,3,0,520.8657227,2
ET051028,1,3,0,468.9501953,2
ET051029,1,3,0,338.3173828,2
ET051030,1,3,0,489.3884888,2
ET051031,1,3,0,362.320343,2
ET051033,1,3,0,329.2980347,2
ET051035,1,3,0,248.8521881,2
ET051036,1,3,0,419.4697876,2
ET051037,1,3,0,408.3529968,2
ET051038,1,3,0,486.0506287,2
ET051039,1,3,0,397.478302,2
ET051040,1,3,0,500.1029663,2
ET051041,1,3,0,324.3018494,2
ET051042,1,3,0,448.4143066,2
ET051043,1,3,0,501.192627,2
ET051044,1,3,0,309.2075806,2
ET051045,1,3,0,388.2169495,2
ET051046,1,3,0,374.6032104,2
ET051047,1,3,0,357.9186707,2
ET051048,1,3,0,407.502655,2
ET051049,1,3,0,499.1040039,2
ET051050,1,3,0,419.3688049,2
ET061002,1,3,0,376.9740906,2
ET061003,1,3,0,408.4988403,2
ET061004,1,3,0,274.5666809,2
ET061005,1,3,0,274.1425781,2
ET061007,1,3,0,332.2730713,2
ET061008,1,3,0,435.9525146,2
ET061009,1,3,0,452.0747681,2
ET061010,1,3,0,435.6558838,2
ET061011,1,3,0,266.3178101,2
ET061012,1,3,0,341.5522461,2
ET061014,1,3,0,348.9246216,2
ET061015,1,3,0,446.447937,2
ET061016,1,3,0,342.4284363,2
ET061018,1,3,0,374.6856079,2
ET061019,1,3,0,337.506134,2
ET061020,1,3,0,500.5595398,2
ET061021,1,3,0,280.4709167,2
ET061022,1,3,0,522.2059326,2
ET061023,1,3,0,274.3412781,2
ET061024,1,3,0,197.2639923,2
ET061025,1,3,0,474.8808594,2
ET061026,1,3,0,244.1068878,2
ET061027,1,3,0,285.6288452,2
ET061028,1,3,0,214.6977692,2
ET061029,1,3,0,342.6334839,2
ET061031,1,3,0,476.1730957,2
ET061033,1,3,0,626.4022827,2
ET061034,1,3,0,473.2634583,2
ET061036,1,3,0,511.3005066,2
ET061037,1,3,0,453.4385071,2
ET061038,1,3,0,325.7868042,2
ET061039,1,3,0,325.4327698,2
ET061040,1,3,0,337.121521,2
ET061041,1,3,0,298.321167,2
ET061044,1,3,0,545.0205078,2
ET061046,1,3,0,384.1286926,2
ET061047,1,3,0,254.444397,2
ET061049,1,3,0,345.9972229,2
ET061050,1,3,0,431.9526367,2
ET061051,1,3,0,489.7704468,2
ET061052,1,3,0,397.1679382,2
ET061053,1,3,0,422.8755493,2
ET061054,1,3,0,392.1236267,2
ET061056,1,3,0,388.5921631,2
ET061057,1,3,0,260.3855591,2
ET061058,1,3,0,326.0084229,2
ET061059,1,3,0,429.6705322,2
ET071001,1,3,0,234.0228119,2
ET071002,1,3,0,225.3422241,2
ET071003,1,3,0,345.8269653,2
ET071004,1,3,0,445.1202393,2
ET071005,1,3,0,387.7230835,2
ET071006,1,3,0,416.2220764,2
ET071007,1,3,0,421.2823486,2
ET071008,1,3,0,414.1624756,2
ET071009,1,3,0,385.4470825,2
ET071010,1,3,0,428.4395142,2
ET071011,1,3,0,307.3035889,2
ET071012,1,3,0,383.1422119,2
ET071013,1,3,0,346.9308777,2
ET071014,1,3,0,317.1316833,2
ET071015,1,3,0,471.9619446,2
ET071016,1,3,0,373.7910767,2
ET071017,1,3,0,474.6817017,2
ET071018,1,3,0,375.4588013,2
ET071019,1,3,0,426.3187561,2
ET071020,1,3,0,548.5092773,2
ET071021,1,3,0,411.5527039,2
ET071022,1,3,0,352.4889526,2
ET071024,1,3,0,583.47052,2
ET071025,1,3,0,417.5690002,2
ET071026,1,3,0,582.5774536,2
ET071027,1,3,0,356.5183716,2
ET071028,1,3,0,333.0422974,2
ET071029,1,3,0,291.5954895,2
ET071030,1,3,0,522.9993286,2
ET071031,1,3,0,438.808075,2
ET071032,1,3,0,402.4799805,2
ET071033,1,3,0,345.3421021,2
ET071034,1,3,0,371.2179565,2
ET071035,1,3,0,268.3007507,2
ET071036,1,3,0,376.1429443,2
ET071037,1,3,0,426.2083435,2
ET071038,1,3,0,493.0820923,2
ET071039,1,3,0,446.1538696,2
ET071040,1,3,0,284.575592,2
ET071041,1,3,0,475.221405,2
ET071042,1,3,0,461.5931396,2
ET071043,1,3,0,365.3009949,2
ET071044,1,3,0,442.711792,2
ET071045,1,3,0,368.394104,2
ET071046,1,3,0,421.2646179,2
ET071047,1,3,0,419.704895,2
ET071048,1,3,0,458.5756836,2
ET071049,1,3,0,422.7532959,2
ET071050,1,3,0,373.9014893,2
ET081001,1,3,0,257.713623,2
ET081002,1,3,0,244.1196289,2
ET081003,1,3,0,478.7874146,2
ET081004,1,3,0,312.6411133,2
ET081005,1,3,0,236.6603699,2
ET081007,1,3,0,253.2739868,2
ET081008,1,3,0,322.2501221,2
ET081009,1,3,0,367.0465393,2
ET081010,1,3,0,242.4869232,2
ET081011,1,3,0,230.73703,2
ET081012,1,3,0,299.2610474,2
ET081013,1,3,0,370.9352417,2
ET081014,1,3,0,359.1183472,2
ET081015,1,3,0,279.1362305,2
ET081016,1,3,0,455.2714233,2
ET081018,1,3,0,351.9696045,2
ET081019,1,3,0,421.7433777,2
ET081020,1,3,0,352.8356018,2
ET081021,1,3,0,433.4905701,2
ET081022,1,3,0,383.9841614,2
ET081023,1,3,0,233.0969391,2
ET081024,1,3,0,281.0249023,2
ET081025,1,3,0,386.1087036,2
ET081026,1,3,0,365.5068054,2
ET081027,1,3,0,451.34198,2
ET081028,1,3,0,284.0763855,2
ET081029,1,3,0,400.7619324,2
ET081030,1,3,0,395.7305908,2
ET081031,1,3,0,349.2780457,2
ET081032,1,3,0,313.634491,2
ET081033,1,3,0,359.2266235,2
ET081034,1,3,0,331.0453491,2
ET081035,1,3,0,398.8932495,2
ET081036,1,3,0,323.6714172,2
ET081037,1,3,0,243.6445923,2
ET081038,1,3,0,477.1984558,2
ET081039,1,3,0,468.0583191,2
ET081040,1,3,0,393.6922607,2
ET081041,1,3,0,267.7149048,2
ET081042,1,3,0,447.8468018,2
ET081043,1,3,0,436.4247437,2
ET081044,1,3,0,332.0629272,2
ET081045,1,3,0,349.6909485,2
ET081046,1,3,0,446.4638367,2
ET081047,1,3,0,408.1212158,2
ET081048,1,3,0,353.3255615,2
ET081049,1,3,0,351.0668945,2
ET081050,1,3,0,391.9855652,2
ET091001,1,3,0,394.1977539,2
ET091002,1,3,0,267.6792603,2
ET091003,1,3,0,413.6091309,2
ET091004,1,3,0,251.4400635,2
ET091005,1,3,0,345.3278503,2
ET091006,1,3,0,391.7012939,2
ET091007,1,3,0,306.7865295,2
ET091010,1,3,0,482.9199524,2
ET091011,1,3,0,345.7599487,2
ET091012,1,3,0,518.6799316,2
ET091013,1,3,0,511.977417,2
ET091014,1,3,0,274.1476746,2
ET091015,1,3,0,370.6246033,2
ET091016,1,3,0,291.6336975,2
ET091017,1,3,0,500.7345276,2
ET091018,1,3,0,260.2951355,2
ET091019,1,3,0,410.6989136,2
ET091020,1,3,0,434.3308716,2
ET091021,1,3,0,297.7429504,2
ET091022,1,3,0,350.6134949,2
ET091023,1,3,0,421.6389465,2
ET091024,1,3,0,281.287262,2
ET091025,1,3,0,375.2815247,2
ET091026,1,3,0,498.3882446,2
ET091027,1,3,0,402.4975586,2
ET091028,1,3,0,346.147644,2
ET091029,1,3,0,422.7336731,2
ET091030,1,3,0,472.9459229,2
ET091031,1,3,0,492.9779053,2
ET091032,1,3,0,333.1620178,2
ET091033,1,3,0,355.9432373,2
ET091034,1,3,0,402.177124,2
ET091035,1,3,0,497.8987122,2
ET091037,1,3,0,260.93573,2
ET091038,1,3,0,407.2195435,2
ET091039,1,3,0,357.0965881,2
ET091040,1,3,0,434.3237305,2
ET091041,1,3,0,299.7857666,2
ET091042,1,3,0,351.2660828,2
ET091043,1,3,0,386.0107727,2
ET091044,1,3,0,364.4789124,2
ET091045,1,3,0,274.6469116,2
ET091046,1,3,0,275.1334229,2
ET091047,1,3,0,333.0588379,2
ET091048,1,3,0,370.1578369,2
ET091049,1,3,0,449.8056641,2
ET091050,1,3,0,369.6875305,2
ET101001,1,3,0,410.2479248,2
ET101002,1,3,0,511.3090515,2
ET101003,1,3,0,395.382019,2
ET101004,1,3,0,447.0799866,2
ET101005,1,3,0,373.8770447,2
ET101006,1,3,0,349.9916077,2
ET101007,1,3,0,577.9162598,2
ET101008,1,3,0,368.703064,2
ET101009,1,3,0,482.6765442,2
ET101010,1,3,0,500.8755188,2
ET101011,1,3,0,580.861084,2
ET101012,1,3,0,429.1311646,2
ET101013,1,3,0,530.7894897,2
ET101014,1,3,0,375.0117798,2
ET101015,1,3,0,281.1624756,2
ET101016,1,3,0,628.489624,2
ET101017,1,3,0,524.4243164,2
ET101018,1,3,0,448.4604187,2
ET101019,1,3,0,480.6331787,2
ET101020,1,3,0,532.4327393,2
ET101021,1,3,0,555.9606323,2
ET101022,1,3,0,247.2882538,2
ET101023,1,3,0,260.7867432,2
ET101024,1,3,0,457.9061584,2
ET101025,1,3,0,563.5551758,2
ET101027,1,3,0,497.342926,2
ET101028,1,3,0,463.1228638,2
ET101029,1,3,0,260.9765015,2
ET101030,1,3,0,297.8754272,2
ET101031,1,3,0,357.2505493,2
ET101032,1,3,0,465.1627502,2
ET101033,1,3,0,645.9935303,2
ET101034,1,3,0,402.15979,2
ET101035,1,3,0,471.1450806,2
ET101036,1,3,0,492.8640442,2
ET101038,1,3,0,371.6113586,2
ET101039,1,3,0,357.265564,2
ET101040,1,3,0,425.4191284,2
ET101041,1,3,0,350.9387817,2
ET101042,1,3,0,518.4121094,2
ET101044,1,3,0,460.2308655,2
ET101045,1,3,0,395.400238,2
ET101046,1,3,0,541.451355,2
ET101047,1,3,0,530.8916016,2
ET101048,1,3,0,470.3530884,2
ET101049,1,3,0,493.8658447,2
ET101050,1,3,0,405.6473083,2
ET111001,1,3,0,321.2758484,2
ET111002,1,3,0,444.0736389,2
ET111003,1,3,0,357.3535767,2
ET111004,1,3,0,456.2929382,2
ET111005,1,3,0,351.1723328,2
ET111006,1,3,0,418.3304749,2
ET111007,1,3,0,431.7706299,2
ET111008,1,3,0,328.9707031,2
ET111009,1,3,0,409.1784058,2
ET111010,1,3,0,364.3398438,2
ET111011,1,3,0,514.8215332,2
ET111012,1,3,0,436.7798157,2
ET111015,1,3,0,427.30896,2
ET111016,1,3,0,465.4420166,2
ET111017,1,3,0,380.6862488,2
ET111018,1,3,0,393.6334229,2
ET111019,1,3,0,405.0640259,2
ET111020,1,3,0,426.5410156,2
ET111021,1,3,0,434.6826172,2
ET111022,1,3,0,473.5397339,2
ET111023,1,3,0,415.3535156,2
ET111024,1,3,0,225.5281677,2
ET111025,1,3,0,511.0220032,2
ET111027,1,3,0,558.4464111,2
ET111028,1,3,0,355.675415,2
ET111029,1,3,0,573.7664795,2
ET111030,1,3,0,322.8537903,2
ET111031,1,3,0,417.587738,2
ET111032,1,3,0,333.1378174,2
ET111033,1,3,0,274.289032,2
ET111034,1,3,0,491.8798523,2
ET111035,1,3,0,270.5702515,2
ET111036,1,3,0,419.1510315,2
ET111037,1,3,0,550.2661743,2
ET111038,1,3,0,499.4780579,2
ET111039,1,3,0,331.5891724,2
ET111040,1,3,0,206.145813,2
ET111042,1,3,0,335.3219604,2
ET111043,1,3,0,423.2297363,2
ET111044,1,3,0,302.4526062,2
ET111045,1,3,0,370.2657166,2
ET111046,1,3,0,439.1734619,2
ET111047,1,3,0,355.7001038,2
ET111048,1,3,0,379.8546143,2
ET121001,1,3,0,457.7780457,2
ET121002,1,3,0,475.6591797,2
ET121004,1,3,0,520.9321899,2
ET121005,1,3,0,428.1751099,2
ET121007,1,3,0,486.1462708,2
ET121008,1,3,0,444.5744019,2
ET121009,1,3,0,464.9627075,2
ET121010,1,3,0,383.9260864,2
ET121011,1,3,0,425.0306702,2
ET121012,1,3,0,387.2049866,2
ET121013,1,3,0,574.9795532,2
ET121014,1,3,0,252.5123901,2
ET121017,1,3,0,491.1046143,2
ET121018,1,3,0,507.574585,2
ET121020,1,3,0,513.1474609,2
ET121021,1,3,0,453.3371277,2
ET121022,1,3,0,336.6324768,2
ET121023,1,3,0,335.2239075,2
ET121025,1,3,0,461.2544556,2
ET121026,1,3,0,311.0427856,2
ET121027,1,3,0,307.5990601,2
ET121028,1,3,0,431.4337769,2
ET121030,1,3,0,450.4362183,2
ET121031,1,3,0,437.7069702,2
ET121032,1,3,0,220.7382965,2
ET121033,1,3,0,401.8258667,2
ET121034,1,3,0,375.3316956,2
ET121036,1,3,0,291.4222717,2
ET121037,1,3,0,546.2698975,2
ET121038,1,3,0,428.8839722,2
ET121039,1,3,0,359.638092,2
ET121040,1,3,0,519.1526489,2
ET121041,1,3,0,488.3046875,2
ET121043,1,3,0,360.0288086,2
ET121044,1,3,0,401.6855164,2
ET121046,1,3,0,547.0371704,2
ET121047,1,3,0,521.5961304,2
ET121048,1,3,0,542.7684326,2
ET121049,1,3,0,521.9721069,2
ET121050,1,3,0,368.1472778,2
ET121053,1,3,0,371.8477478,2
ET121054,1,3,0,410.0631409,2
ET121055,1,3,0,383.6476746,2
